"","simnum","dHat","nHat","pHat","pHatZeroNeg","pHatDropNeg","aHat","square","TrapSpacing","FielSize","CatchRadius","NumVisits","density"
"2740",8,1.36526832955404,344.047619047619,0.132278168725375,0.132278168725375,0.132278168725375,252,"5",3,25,0.5,4,1.5
"2741",9,-1.33333333333333,-48,-0.118033988749895,0,NA,36,"1",3,25,0.5,4,1.5
"2742",9,13.4444444444444,1936,0.0114289467758388,0.0114289467758388,0.0114289467758388,144,"2",3,25,0.5,4,1.5
"2743",9,1.81554103122731,588.235294117647,0.0889566420855701,0.0889566420855701,0.0889566420855701,324,"3",3,25,0.5,4,1.5
"2744",9,1.57136824324324,905.108108108108,0.106795539839689,0.106795539839689,0.106795539839689,576,"4",3,25,0.5,4,1.5
"2745",9,1.36686507936508,344.45,0.128773195672726,0.128773195672726,0.128773195672726,252,"5",3,25,0.5,4,1.5
"2746",10,-0.840277777777778,-30.25,-0.167748416242284,0,NA,36,"1",3,25,0.5,4,1.5
"2747",10,1.60503472222222,231.125,0.0978062911036827,0.0978062911036827,0.0978062911036827,144,"2",3,25,0.5,4,1.5
"2748",10,1.5896531452087,515.047619047619,0.106648488512543,0.106648488512543,0.106648488512543,324,"3",3,25,0.5,4,1.5
"2749",10,2.17455808080808,1252.54545454545,0.0686193691524005,0.0686193691524005,0.0686193691524005,576,"4",3,25,0.5,4,1.5
"2750",10,15.2539682539683,3844,0.00809729925665814,0.00809729925665814,0.00809729925665814,252,"5",3,25,0.5,4,1.5
"2751",1,1.36111111111111,49,0.154845745271483,0.154845745271483,0.154845745271483,36,"1",3,25,0.5,4,2
"2752",1,1.38888888888889,200,0.163339973465924,0.163339973465924,0.163339973465924,144,"2",3,25,0.5,4,2
"2753",1,1.78114478114478,577.090909090909,0.127721624011353,0.127721624011353,0.127721624011353,324,"3",3,25,0.5,4,2
"2754",1,2.41736111111111,1392.4,0.0886776231342329,0.0886776231342329,0.0886776231342329,576,"4",3,25,0.5,4,2
"2755",1,5.44444444444444,1372,0.0363758883405685,0.0363758883405685,0.0363758883405685,252,"5",3,25,0.5,4,2
"2756",2,1.00277777777778,36.1,0.311752798388315,0.311752798388315,0.311752798388315,36,"1",3,25,0.5,4,2
"2757",2,2.91919191919192,420.363636363636,0.0844480931603894,0.0844480931603894,0.0844480931603894,144,"2",3,25,0.5,4,2
"2758",2,2.07641227085672,672.757575757576,0.11766021854793,0.11766021854793,0.11766021854793,324,"3",3,25,0.5,4,2
"2759",2,2.16176470588235,1245.17647058824,0.106904793642331,0.106904793642331,0.106904793642331,576,"4",3,25,0.5,4,2
"2760",2,2.33884479717813,589.388888888889,0.091571291489199,0.091571291489199,0.091571291489199,252,"5",3,25,0.5,4,2
"2761",3,2.00694444444444,72.25,0.125525367804794,0.125525367804794,0.125525367804794,36,"1",3,25,0.5,4,2
"2762",3,1.96875,283.5,0.118082896311803,0.118082896311803,0.118082896311803,144,"2",3,25,0.5,4,2
"2763",3,2.41370884773663,782.041666666667,0.0918053522244391,0.0918053522244391,0.0918053522244391,324,"3",3,25,0.5,4,2
"2764",3,3.35042735042735,1929.84615384615,0.059825244207987,0.059825244207987,0.059825244207987,576,"4",3,25,0.5,4,2
"2765",3,15.0178571428571,3784.5,0.011561082184198,0.011561082184198,0.011561082184198,252,"5",3,25,0.5,4,2
"2766",4,-5.44444444444444,-196,-0.0350983390135313,0,NA,36,"1",3,25,0.5,4,2
"2767",4,2.34911616161616,338.272727272727,0.0946425395748147,0.0946425395748147,0.0946425395748147,144,"2",3,25,0.5,4,2
"2768",4,2.74528914879792,889.473684210526,0.0759620387418308,0.0759620387418308,0.0759620387418308,324,"3",3,25,0.5,4,2
"2769",4,2.21075581395349,1273.39534883721,0.0965403626949811,0.0965403626949811,0.0965403626949811,576,"4",3,25,0.5,4,2
"2770",4,1.78835978835979,450.666666666667,0.122941980692971,0.122941980692971,0.122941980692971,252,"5",3,25,0.5,4,2
"2771",5,0.782407407407407,28.1666666666667,0.266200614294657,0.266200614294657,0.266200614294657,36,"1",3,25,0.5,4,2
"2772",5,1.5702614379085,226.117647058824,0.148057248629403,0.148057248629403,0.148057248629403,144,"2",3,25,0.5,4,2
"2773",5,1.41520467836257,458.526315789474,0.156127253597314,0.156127253597314,0.156127253597314,324,"3",3,25,0.5,4,2
"2774",5,1.94478411835749,1120.19565217391,0.107051609445522,0.107051609445522,0.107051609445522,576,"4",3,25,0.5,4,2
"2775",5,4.47668650793651,1128.125,0.0430311009838352,0.0430311009838352,0.0430311009838352,252,"5",3,25,0.5,4,2
"2776",6,1.23076923076923,44.3076923076923,0.32299679961367,0.32299679961367,0.32299679961367,36,"1",3,25,0.5,4,2
"2777",6,1.47946859903382,213.04347826087,0.180592548588572,0.180592548588572,0.180592548588572,144,"2",3,25,0.5,4,2
"2778",6,2.11590038314176,685.551724137931,0.108750180289078,0.108750180289078,0.108750180289078,324,"3",3,25,0.5,4,2
"2779",6,1.97335600907029,1136.65306122449,0.109846709068639,0.109846709068639,0.109846709068639,576,"4",3,25,0.5,4,2
"2780",6,1.7906746031746,451.25,0.111476683361361,0.111476683361361,0.111476683361361,252,"5",3,25,0.5,4,2
"2781",7,0.938888888888889,33.8,0.215535459447264,0.215535459447264,0.215535459447264,36,"1",3,25,0.5,4,2
"2782",7,1.83374183006536,264.058823529412,0.13613157441864,0.13613157441864,0.13613157441864,144,"2",3,25,0.5,4,2
"2783",7,1.54287620954288,499.891891891892,0.146805311508218,0.146805311508218,0.146805311508218,324,"3",3,25,0.5,4,2
"2784",7,1.76530671296296,1016.81666666667,0.129893673024431,0.129893673024431,0.129893673024431,576,"4",3,25,0.5,4,2
"2785",7,2.12577639751553,535.695652173913,0.109610875632012,0.109610875632012,0.109610875632012,252,"5",3,25,0.5,4,2
"2786",8,1.22453703703704,44.0833333333333,0.308435925191875,0.308435925191875,0.308435925191875,36,"1",3,25,0.5,4,2
"2787",8,1,144,0.292893218813452,0.292893218813452,0.292893218813452,144,"2",3,25,0.5,4,2
"2788",8,1.63775178687459,530.631578947368,0.144199575720377,0.144199575720377,0.144199575720377,324,"3",3,25,0.5,4,2
"2789",8,1.61634615384615,931.015384615385,0.142228260127686,0.142228260127686,0.142228260127686,576,"4",3,25,0.5,4,2
"2790",8,1.5896531452087,400.592592592593,0.139543949184727,0.139543949184727,0.139543949184727,252,"5",3,25,0.5,4,2
"2791",9,8.02777777777778,289,0.0298574998546681,0.0298574998546681,0.0298574998546681,36,"1",3,25,0.5,4,2
"2792",9,1.45185185185185,209.066666666667,0.144346532092076,0.144346532092076,0.144346532092076,144,"2",3,25,0.5,4,2
"2793",9,1.81451612903226,587.903225806452,0.122292548527489,0.122292548527489,0.122292548527489,324,"3",3,25,0.5,4,2
"2794",9,1.83063616071429,1054.44642857143,0.122761534642444,0.122761534642444,0.122761534642444,576,"4",3,25,0.5,4,2
"2795",9,1.85142857142857,466.56,0.123348120107806,0.123348120107806,0.123348120107806,252,"5",3,25,0.5,4,2
"2796",10,2.72222222222222,98,0.0741799002274486,0.0741799002274486,0.0741799002274486,36,"1",3,25,0.5,4,2
"2797",10,3.75555555555556,540.8,0.0492917619762865,0.0492917619762865,0.0492917619762865,144,"2",3,25,0.5,4,2
"2798",10,3.38977072310406,1098.28571428571,0.0581418502802301,0.0581418502802301,0.0581418502802301,324,"3",3,25,0.5,4,2
"2799",10,4.00132275132275,2304.7619047619,0.0489240542703993,0.0489240542703993,0.0489240542703993,576,"4",3,25,0.5,4,2
"2800",10,5.22448979591837,1316.57142857143,0.037148332642388,0.037148332642388,0.037148332642388,252,"5",3,25,0.5,4,2
"2801",1,NA,NA,0,0,0,36,"1",3,26,0.5,4,0.5
"2802",1,0.146701388888889,21.125,0.379826327053958,0.379826327053958,0.379826327053958,144,"2",3,26,0.5,4,0.5
"2803",1,0.247076023391813,80.0526315789474,0.283885125960567,0.283885125960567,0.283885125960567,324,"3",3,26,0.5,4,0.5
"2804",1,0.35889274691358,206.722222222222,0.160406030996598,0.160406030996598,0.160406030996598,576,"4",3,26,0.5,4,0.5
"2805",1,-1.92063492063492,-484,-0.0224747162910901,0,NA,252,"5",3,26,0.5,4,0.5
"2806",2,0.333333333333333,12,0.292893218813452,0.292893218813452,0.292893218813452,36,"1",3,26,0.5,4,0.5
"2807",2,0.391203703703704,56.3333333333333,0.122941980692971,0.122941980692971,0.122941980692971,144,"2",3,26,0.5,4,0.5
"2808",2,0.375,121.5,0.118082896311803,0.118082896311803,0.118082896311803,324,"3",3,26,0.5,4,0.5
"2809",2,0.362962962962963,209.066666666667,0.144346532092076,0.144346532092076,0.144346532092076,576,"4",3,26,0.5,4,0.5
"2810",2,0.370811287477954,93.4444444444444,0.1695452014626,0.1695452014626,0.1695452014626,252,"5",3,26,0.5,4,0.5
"2811",3,-0.00462962962962963,-0.166666666666667,-1.64575131106459,0,NA,36,"1",3,26,0.5,4,0.5
"2812",3,NA,NA,0,0,0,144,"2",3,26,0.5,4,0.5
"2813",3,1.17361111111111,380.25,0.0526690665686581,0.0526690665686581,0.0526690665686581,324,"3",3,26,0.5,4,0.5
"2814",3,1.26041666666667,726,0.0465374107544076,0.0465374107544076,0.0465374107544076,576,"4",3,26,0.5,4,0.5
"2815",3,1.44642857142857,364.5,0.0377495513506237,0.0377495513506237,0.0377495513506237,252,"5",3,26,0.5,4,0.5
"2816",4,-0.0138888888888889,-0.5,-0.732050807568877,0,NA,36,"1",3,26,0.5,4,0.5
"2817",4,NA,NA,0,0,0,144,"2",3,26,0.5,4,0.5
"2818",4,2.08641975308642,676,0.0194193243090798,0.0194193243090798,0.0194193243090798,324,"3",3,26,0.5,4,0.5
"2819",4,0.313368055555556,180.5,0.172829808131489,0.172829808131489,0.172829808131489,576,"4",3,26,0.5,4,0.5
"2820",4,0.224323062558357,56.5294117647059,0.327978494967753,0.327978494967753,0.327978494967753,252,"5",3,26,0.5,4,0.5
"2821",5,0.340277777777778,12.25,0.345346329292023,0.345346329292023,0.345346329292023,36,"1",3,26,0.5,4,0.5
"2822",5,0.22790404040404,32.8181818181818,0.35111431547695,0.35111431547695,0.35111431547695,144,"2",3,26,0.5,4,0.5
"2823",5,0.274348422496571,88.8888888888889,0.258380151290434,0.258380151290434,0.258380151290434,324,"3",3,26,0.5,4,0.5
"2824",5,0.395061728395062,227.555555555556,0.152208752109341,0.152208752109341,0.152208752109341,576,"4",3,26,0.5,4,0.5
"2825",5,NA,NA,0,0,0,252,"5",3,26,0.5,4,0.5
"2826",6,0.0833333333333333,3,1,1,1,36,"1",3,26,0.5,4,0.5
"2827",6,0.168055555555556,24.2,0.261451054124004,0.261451054124004,0.261451054124004,144,"2",3,26,0.5,4,0.5
"2828",6,0.370756172839506,120.125,0.138643230785891,0.138643230785891,0.138643230785891,324,"3",3,26,0.5,4,0.5
"2829",6,0.355494281045752,204.764705882353,0.156279426125177,0.156279426125177,0.156279426125177,576,"4",3,26,0.5,4,0.5
"2830",6,0.345679012345679,87.1111111111111,0.176245528952086,0.176245528952086,0.176245528952086,252,"5",3,26,0.5,4,0.5
"2831",7,-0.25,-9,-0.154700538379251,0,NA,36,"1",3,26,0.5,4,0.5
"2832",7,-0.5,-72,-0.0801234497346435,0,NA,144,"2",3,26,0.5,4,0.5
"2833",7,0.324354657687991,105.090909090909,0.177521679170026,0.177521679170026,0.177521679170026,324,"3",3,26,0.5,4,0.5
"2834",7,0.290157004830918,167.130434782609,0.206884461087468,0.206884461087468,0.206884461087468,576,"4",3,26,0.5,4,0.5
"2835",7,0.259259259259259,65.3333333333333,0.244071053981546,0.244071053981546,0.244071053981546,252,"5",3,26,0.5,4,0.5
"2836",8,-0.125,-4.5,-0.290994448735806,0,NA,36,"1",3,26,0.5,4,0.5
"2837",8,-0.293402777777778,-42.25,-0.143543749793731,0,NA,144,"2",3,26,0.5,4,0.5
"2838",8,-1.26028806584362,-408.333333333333,-0.0419761445034554,0,NA,324,"3",3,26,0.5,4,0.5
"2839",8,-4.69444444444444,-2704,-0.0095695960312836,0,NA,576,"4",3,26,0.5,4,0.5
"2840",8,0.573412698412698,144.5,0.0606635633722757,0.0606635633722757,0.0606635633722757,252,"5",3,26,0.5,4,0.5
"2841",9,-0.0555555555555556,-2,-0.414213562373095,0,NA,36,"1",3,26,0.5,4,0.5
"2842",9,0.45,64.8,0.150163414401203,0.150163414401203,0.150163414401203,144,"2",3,26,0.5,4,0.5
"2843",9,0.518827160493827,168.1,0.130461294147518,0.130461294147518,0.130461294147518,324,"3",3,26,0.5,4,0.5
"2844",9,0.402249396135266,231.695652173913,0.172394111397632,0.172394111397632,0.172394111397632,576,"4",3,26,0.5,4,0.5
"2845",9,0.312576312576313,78.7692307692308,0.229448249628878,0.229448249628878,0.229448249628878,252,"5",3,26,0.5,4,0.5
"2846",10,-0.115740740740741,-4.16666666666667,-0.483239697419133,0,NA,36,"1",3,26,0.5,4,0.5
"2847",10,NA,NA,0,0,0,144,"2",3,26,0.5,4,0.5
"2848",10,0.8,259.2,0.072039272861663,0.072039272861663,0.072039272861663,324,"3",3,26,0.5,4,0.5
"2849",10,0.741512345679012,427.111111111111,0.0754251194860314,0.0754251194860314,0.0754251194860314,576,"4",3,26,0.5,4,0.5
"2850",10,0.670634920634921,169,0.0801337889922001,0.0801337889922001,0.0801337889922001,252,"5",3,26,0.5,4,0.5
"2851",1,NA,NA,0,0,0,36,"1",3,26,0.5,4,1
"2852",1,0.6875,99,0.183503419072274,0.183503419072274,0.183503419072274,144,"2",3,26,0.5,4,1
"2853",1,0.528577960676726,171.259259259259,0.223507130444466,0.223507130444466,0.223507130444466,324,"3",3,26,0.5,4,1
"2854",1,0.510204081632653,293.877551020408,0.230801282719045,0.230801282719045,0.230801282719045,576,"4",3,26,0.5,4,1
"2855",1,0.487734487734488,122.909090909091,0.24044547468725,0.24044547468725,0.24044547468725,252,"5",3,26,0.5,4,1
"2856",2,0.444444444444444,16,0.292893218813452,0.292893218813452,0.292893218813452,36,"1",3,26,0.5,4,1
"2857",2,0.617521367521368,88.9230769230769,0.214094752006624,0.214094752006624,0.214094752006624,144,"2",3,26,0.5,4,1
"2858",2,0.964506172839506,312.5,0.128220211291865,0.128220211291865,0.128220211291865,324,"3",3,26,0.5,4,1
"2859",2,1.15538194444444,665.5,0.0954659662667091,0.0954659662667091,0.0954659662667091,576,"4",3,26,0.5,4,1
"2860",2,2.09920634920635,529,0.0444669140940909,0.0444669140940909,0.0444669140940909,252,"5",3,26,0.5,4,1
"2861",3,-0.25,-9,-0.154700538379251,0,NA,36,"1",3,26,0.5,4,1
"2862",3,5.84027777777778,841,0.0173926311189651,0.0173926311189651,0.0173926311189651,144,"2",3,26,0.5,4,1
"2863",3,1.30401234567901,422.5,0.0801337889922001,0.0801337889922001,0.0801337889922001,324,"3",3,26,0.5,4,1
"2864",3,0.945579594017094,544.653846153846,0.115967984153279,0.115967984153279,0.115967984153279,576,"4",3,26,0.5,4,1
"2865",3,0.723214285714286,182.25,0.161129507192139,0.161129507192139,0.161129507192139,252,"5",3,26,0.5,4,1
"2866",4,1,36,0.0871290708247231,0.0871290708247231,0.0871290708247231,36,"1",3,26,0.5,4,1
"2867",4,0.694444444444444,100,0.163339973465924,0.163339973465924,0.163339973465924,144,"2",3,26,0.5,4,1
"2868",4,0.720164609053498,233.333333333333,0.163339973465924,0.163339973465924,0.163339973465924,324,"3",3,26,0.5,4,1
"2869",4,0.84776101532567,488.310344827586,0.130343446521327,0.130343446521327,0.130343446521327,576,"4",3,26,0.5,4,1
"2870",4,1.19097222222222,300.125,0.0852679660810216,0.0852679660810216,0.0852679660810216,252,"5",3,26,0.5,4,1
"2871",5,0.45,16.2,0.333333333333333,0.333333333333333,0.333333333333333,36,"1",3,26,0.5,4,1
"2872",5,1.22453703703704,176.333333333333,0.0674951917596862,0.0674951917596862,0.0674951917596862,144,"2",3,26,0.5,4,1
"2873",5,-1.03827160493827,-336.4,-0.0827805840074194,0,NA,324,"3",3,26,0.5,4,1
"2874",5,-2.87000868055556,-1653.125,-0.0341978618191514,0,NA,576,"4",3,26,0.5,4,1
"2875",5,6.44642857142857,1624.5,0.0177005137424969,0.0177005137424969,0.0177005137424969,252,"5",3,26,0.5,4,1
"2876",6,1,36,0.0871290708247231,0.0871290708247231,0.0871290708247231,36,"1",3,26,0.5,4,1
"2877",6,0.765625,110.25,0.100264589157563,0.100264589157563,0.100264589157563,144,"2",3,26,0.5,4,1
"2878",6,1.02083333333333,330.75,0.100264589157563,0.100264589157563,0.100264589157563,324,"3",3,26,0.5,4,1
"2879",6,0.876496647509579,504.862068965517,0.12803063212496,0.12803063212496,0.12803063212496,576,"4",3,26,0.5,4,1
"2880",6,0.785247432306256,197.882352941176,0.159228597225061,0.159228597225061,0.159228597225061,252,"5",3,26,0.5,4,1
"2881",7,0.340277777777778,12.25,0.345346329292023,0.345346329292023,0.345346329292023,36,"1",3,26,0.5,4,1
"2882",7,0.668981481481481,96.3333333333333,0.195600333460156,0.195600333460156,0.195600333460156,144,"2",3,26,0.5,4,1
"2883",7,0.795971410006498,257.894736842105,0.146436043069163,0.146436043069163,0.146436043069163,324,"3",3,26,0.5,4,1
"2884",7,0.61651672979798,355.113636363636,0.195015528100076,0.195015528100076,0.195015528100076,576,"4",3,26,0.5,4,1
"2885",7,0.48015873015873,121,0.261451054124004,0.261451054124004,0.261451054124004,252,"5",3,26,0.5,4,1
"2886",8,0.560185185185185,20.1666666666667,0.325800137536758,0.325800137536758,0.325800137536758,36,"1",3,26,0.5,4,1
"2887",8,NA,NA,0,0,0,144,"2",3,26,0.5,4,1
"2888",8,1.1937585733882,386.777777777778,0.0794253821016766,0.0794253821016766,0.0794253821016766,324,"3",3,26,0.5,4,1
"2889",8,1.55769230769231,897.230769230769,0.0621142768814371,0.0621142768814371,0.0621142768814371,576,"4",3,26,0.5,4,1
"2890",8,2.38194444444444,600.25,0.0416851525000901,0.0416851525000901,0.0416851525000901,252,"5",3,26,0.5,4,1
"2891",9,NA,NA,0,0,0,36,"1",3,26,0.5,4,1
"2892",9,0.8125,117,0.183503419072274,0.183503419072274,0.183503419072274,144,"2",3,26,0.5,4,1
"2893",9,0.667735042735043,216.346153846154,0.191709623134524,0.191709623134524,0.191709623134524,324,"3",3,26,0.5,4,1
"2894",9,1.17071759259259,674.333333333333,0.0925147870269699,0.0925147870269699,0.0925147870269699,576,"4",3,26,0.5,4,1
"2895",9,-1.53650793650794,-387.2,-0.0552897060221726,0,NA,252,"5",3,26,0.5,4,1
"2896",10,1.77777777777778,64,0.0645856533065147,0.0645856533065147,0.0645856533065147,36,"1",3,26,0.5,4,1
"2897",10,0.556134259259259,80.0833333333333,0.217118638741187,0.217118638741187,0.217118638741187,144,"2",3,26,0.5,4,1
"2898",10,2.30915637860082,748.166666666667,0.0458261368104711,0.0458261368104711,0.0458261368104711,324,"3",3,26,0.5,4,1
"2899",10,1.45920138888889,840.5,0.0760635646402044,0.0760635646402044,0.0760635646402044,576,"4",3,26,0.5,4,1
"2900",10,1.03703703703704,261.333333333333,0.113594739572082,0.113594739572082,0.113594739572082,252,"5",3,26,0.5,4,1
"2901",1,1.04166666666667,37.5,0.225403330758517,0.225403330758517,0.225403330758517,36,"1",3,26,0.5,4,1.5
"2902",1,2.25,324,0.0571909584179366,0.0571909584179366,0.0571909584179366,144,"2",3,26,0.5,4,1.5
"2903",1,1.13636363636364,368.181818181818,0.130773012639647,0.130773012639647,0.130773012639647,324,"3",3,26,0.5,4,1.5
"2904",1,1.48148148148148,853.333333333333,0.0986121811340027,0.0986121811340027,0.0986121811340027,576,"4",3,26,0.5,4,1.5
"2905",1,2.43055555555556,612.5,0.0588760518856798,0.0588760518856798,0.0588760518856798,252,"5",3,26,0.5,4,1.5
"2906",2,-0.355555555555556,-12.8,-0.274754878398196,0,NA,36,"1",3,26,0.5,4,1.5
"2907",2,1.16736111111111,168.1,0.130461294147518,0.130461294147518,0.130461294147518,144,"2",3,26,0.5,4,1.5
"2908",2,1.28878153515835,417.565217391304,0.125182234720294,0.125182234720294,0.125182234720294,324,"3",3,26,0.5,4,1.5
"2909",2,1.30555555555556,752,0.133974596215561,0.133974596215561,0.133974596215561,576,"4",3,26,0.5,4,1.5
"2910",2,1.33928571428571,337.5,0.143651161422325,0.143651161422325,0.143651161422325,252,"5",3,26,0.5,4,1.5
"2911",3,1.33333333333333,48,0.133974596215561,0.133974596215561,0.133974596215561,36,"1",3,26,0.5,4,1.5
"2912",3,1.92063492063492,276.571428571429,0.0829890453712721,0.0829890453712721,0.0829890453712721,144,"2",3,26,0.5,4,1.5
"2913",3,1.62037037037037,525,0.105572809000084,0.105572809000084,0.105572809000084,324,"3",3,26,0.5,4,1.5
"2914",3,1.44755116959064,833.789473684211,0.113142145587815,0.113142145587815,0.113142145587815,576,"4",3,26,0.5,4,1.5
"2915",3,1.24393090569561,313.470588235294,0.124144254074204,0.124144254074204,0.124144254074204,252,"5",3,26,0.5,4,1.5
"2916",4,1.38888888888889,50,0.105572809000084,0.105572809000084,0.105572809000084,36,"1",3,26,0.5,4,1.5
"2917",4,2.640625,380.25,0.0526690665686581,0.0526690665686581,0.0526690665686581,144,"2",3,26,0.5,4,1.5
"2918",4,1.57422839506173,510.05,0.10446652881101,0.10446652881101,0.10446652881101,324,"3",3,26,0.5,4,1.5
"2919",4,1.18654336734694,683.448979591837,0.144289513235656,0.144289513235656,0.144289513235656,576,"4",3,26,0.5,4,1.5
"2920",4,0.920087575259989,231.862068965517,0.19604635493417,0.19604635493417,0.19604635493417,252,"5",3,26,0.5,4,1.5
"2921",5,1.17361111111111,42.25,0.167949705662156,0.167949705662156,0.167949705662156,36,"1",3,26,0.5,4,1.5
"2922",5,1.91753472222222,276.125,0.0890734200592491,0.0890734200592491,0.0890734200592491,144,"2",3,26,0.5,4,1.5
"2923",5,1.38286302175191,448.047619047619,0.114841734694199,0.114841734694199,0.114841734694199,324,"3",3,26,0.5,4,1.5
"2924",5,2.06024948559671,1186.7037037037,0.0785001295859101,0.0785001295859101,0.0785001295859101,576,"4",3,26,0.5,4,1.5
"2925",5,4.44708994708995,1120.66666666667,0.0372802753175341,0.0372802753175341,0.0372802753175341,252,"5",3,26,0.5,4,1.5
"2926",6,0.925925925925926,33.3333333333333,0.163339973465924,0.163339973465924,0.163339973465924,36,"1",3,26,0.5,4,1.5
"2927",6,1.02268518518519,147.266666666667,0.174863002992965,0.174863002992965,0.174863002992965,144,"2",3,26,0.5,4,1.5
"2928",6,1.07852214960058,349.441176470588,0.170498104586003,0.170498104586003,0.170498104586003,324,"3",3,26,0.5,4,1.5
"2929",6,1.31948138297872,760.021276595745,0.133211241811045,0.133211241811045,0.133211241811045,576,"4",3,26,0.5,4,1.5
"2930",6,1.95360195360195,492.307692307692,0.0848497391138436,0.0848497391138436,0.0848497391138436,252,"5",3,26,0.5,4,1.5
"2931",7,2.77777777777778,100,0.0513167019494862,0.0513167019494862,0.0513167019494862,36,"1",3,26,0.5,4,1.5
"2932",7,1.33333333333333,192,0.133974596215561,0.133974596215561,0.133974596215561,144,"2",3,26,0.5,4,1.5
"2933",7,1.57422839506173,510.05,0.10446652881101,0.10446652881101,0.10446652881101,324,"3",3,26,0.5,4,1.5
"2934",7,1.51954134366925,875.255813953488,0.1177582443208,0.1177582443208,0.1177582443208,576,"4",3,26,0.5,4,1.5
"2935",7,1.49223602484472,376.04347826087,0.132423967572288,0.132423967572288,0.132423967572288,252,"5",3,26,0.5,4,1.5
"2936",8,1.38888888888889,50,0.105572809000084,0.105572809000084,0.105572809000084,36,"1",3,26,0.5,4,1.5
"2937",8,0.667929292929293,96.1818181818182,0.277684881485385,0.277684881485385,0.277684881485385,144,"2",3,26,0.5,4,1.5
"2938",8,1.01587301587302,329.142857142857,0.158374588469827,0.158374588469827,0.158374588469827,324,"3",3,26,0.5,4,1.5
"2939",8,1.13953488372093,656.372093023256,0.137418050822057,0.137418050822057,0.137418050822057,576,"4",3,26,0.5,4,1.5
"2940",8,1.37142857142857,345.6,0.110243478997391,0.110243478997391,0.110243478997391,252,"5",3,26,0.5,4,1.5
"2941",9,-0.138888888888889,-5,-0.414213562373095,0,NA,36,"1",3,26,0.5,4,1.5
"2942",9,-0.521604938271605,-75.1111111111111,-0.160238702230643,0,NA,144,"2",3,26,0.5,4,1.5
"2943",9,4.35555555555556,1411.2,0.0302184831230333,0.0302184831230333,0.0302184831230333,324,"3",3,26,0.5,4,1.5
"2944",9,43.890625,25281,0.00314961412261094,0.00314961412261094,0.00314961412261094,576,"4",3,26,0.5,4,1.5
"2945",9,-5.58035714285714,-1406.25,-0.0263202878893767,0,NA,252,"5",3,26,0.5,4,1.5
"2946",10,0.555555555555556,20,0.292893218813452,0.292893218813452,0.292893218813452,36,"1",3,26,0.5,4,1.5
"2947",10,NA,NA,0,0,0,144,"2",3,26,0.5,4,1.5
"2948",10,0.929140946502058,301.041666666667,0.152859481063779,0.152859481063779,0.152859481063779,324,"3",3,26,0.5,4,1.5
"2949",10,1.03412247474747,595.654545454545,0.165654390144538,0.165654390144538,0.165654390144538,576,"4",3,26,0.5,4,1.5
"2950",10,1.17972350230415,297.290322580645,0.177149264244521,0.177149264244521,0.177149264244521,252,"5",3,26,0.5,4,1.5
"2951",1,5.01388888888889,180.5,0.0540946970730827,0.0540946970730827,0.0540946970730827,36,"1",3,26,0.5,4,2
"2952",1,1.40843621399177,202.814814814815,0.203046340660177,0.203046340660177,0.203046340660177,144,"2",3,26,0.5,4,2
"2953",1,1.37043209876543,444.02,0.184874531006826,0.184874531006826,0.184874531006826,324,"3",3,26,0.5,4,2
"2954",1,1.55281690140845,894.422535211268,0.15250134616392,0.15250134616392,0.15250134616392,576,"4",3,26,0.5,4,2
"2955",1,2.00472411186697,505.190476190476,0.107746389833939,0.107746389833939,0.107746389833939,252,"5",3,26,0.5,4,2
"2956",2,1.44675925925926,52.0833333333333,0.278889744907202,0.278889744907202,0.278889744907202,36,"1",3,26,0.5,4,2
"2957",2,2.37037037037037,341.333333333333,0.0986121811340027,0.0986121811340027,0.0986121811340027,144,"2",3,26,0.5,4,2
"2958",2,2.44720017636684,792.892857142857,0.0988448874290555,0.0988448874290555,0.0988448874290555,324,"3",3,26,0.5,4,2
"2959",2,2.10699588477366,1213.62962962963,0.111708099778007,0.111708099778007,0.111708099778007,576,"4",3,26,0.5,4,2
"2960",2,1.74740537240537,440.346153846154,0.129937159858903,0.129937159858903,0.129937159858903,252,"5",3,26,0.5,4,2
"2961",3,1.5,54,0.183503419072274,0.183503419072274,0.183503419072274,36,"1",3,26,0.5,4,2
"2962",3,2.25694444444444,325,0.105572809000084,0.105572809000084,0.105572809000084,144,"2",3,26,0.5,4,2
"2963",3,1.27009322247417,411.510204081633,0.190722805545103,0.190722805545103,0.190722805545103,324,"3",3,26,0.5,4,2
"2964",3,1.90702947845805,1098.44897959184,0.11185975012486,0.11185975012486,0.11185975012486,576,"4",3,26,0.5,4,2
"2965",3,NA,NA,0,0,0,252,"5",3,26,0.5,4,2
"2966",4,1.42222222222222,51.2,0.17084380241115,0.17084380241115,0.17084380241115,36,"1",3,26,0.5,4,2
"2967",4,1.22453703703704,176.333333333333,0.219810502394506,0.219810502394506,0.219810502394506,144,"2",3,26,0.5,4,2
"2968",4,1.38549382716049,448.9,0.162448486770257,0.162448486770257,0.162448486770257,324,"3",3,26,0.5,4,2
"2969",4,1.74135044642857,1003.01785714286,0.126093208534928,0.126093208534928,0.126093208534928,576,"4",3,26,0.5,4,2
"2970",4,2.6312003968254,663.0625,0.0809460330455249,0.0809460330455249,0.0809460330455249,252,"5",3,26,0.5,4,2
"2971",5,NA,NA,0,0,0,36,"1",3,26,0.5,4,2
