"","simnum","dHat","nHat","pHat","pHatZeroNeg","pHatDropNeg","aHat","square","TrapSpacing","FielSize","CatchRadius","NumVisits","density"
"261",3,1.5,6,1,1,1,4,"1",1,11,0.5,4,1
"262",3,0.9375,15,1,1,1,16,"2",1,11,0.5,4,1
"263",3,1.14189189189189,41.1081081081081,0.773544593171081,0.773544593171081,0.773544593171081,36,"3",1,11,0.5,4,1
"264",3,1.53772321428571,98.4142857142857,0.604239332393811,0.604239332393811,0.604239332393811,64,"4",1,11,0.5,4,1
"265",3,2.0952380952381,58.6666666666667,0.5,0.5,0.5,28,"5",1,11,0.5,4,1
"266",4,1.75,7,1,1,1,4,"1",1,11,0.5,4,1
"267",4,1.375,22,1,1,1,16,"2",1,11,0.5,4,1
"268",4,1.33585858585859,48.0909090909091,0.791485585942925,0.791485585942925,0.791485585942925,36,"3",1,11,0.5,4,1
"269",4,1.4970332278481,95.8101265822785,0.696760782568439,0.696760782568439,0.696760782568439,64,"4",1,11,0.5,4,1
"270",4,1.71530612244898,48.0285714285714,0.617453972161997,0.617453972161997,0.617453972161997,28,"5",1,11,0.5,4,1
"271",5,1.25,5,1,1,1,4,"1",1,11,0.5,4,1
"272",5,1.1875,19,1,1,1,16,"2",1,11,0.5,4,1
"273",5,1.2228835978836,44.0238095238095,0.847501429667395,0.847501429667395,0.847501429667395,36,"3",1,11,0.5,4,1
"274",5,1.42857142857143,91.4285714285714,0.646446609406726,0.646446609406726,0.646446609406726,64,"4",1,11,0.5,4,1
"275",5,1.74617346938776,48.8928571428571,0.506803038083928,0.506803038083928,0.506803038083928,28,"5",1,11,0.5,4,1
"276",6,0.5,2,1,1,1,4,"1",1,11,0.5,4,1
"277",6,1.0625,17,1,1,1,16,"2",1,11,0.5,4,1
"278",6,1.25,45,1,1,1,36,"3",1,11,0.5,4,1
"279",6,1.47165697674419,94.1860465116279,0.789181489322108,0.789181489322108,0.789181489322108,64,"4",1,11,0.5,4,1
"280",6,1.76393728222997,49.390243902439,0.701857603000028,0.701857603000028,0.701857603000028,28,"5",1,11,0.5,4,1
"281",7,0.25,1,1,1,1,4,"1",1,11,0.5,4,1
"282",7,0.942307692307692,15.0769230769231,0.732738758087576,0.732738758087576,0.732738758087576,16,"2",1,11,0.5,4,1
"283",7,1.12037037037037,40.3333333333333,0.573598567288779,0.573598567288779,0.573598567288779,36,"3",1,11,0.5,4,1
"284",7,1.42524038461538,91.2153846153846,0.605228983024139,0.605228983024139,0.605228983024139,64,"4",1,11,0.5,4,1
"285",7,1.81954887218045,50.9473684210526,0.630725527062002,0.630725527062002,0.630725527062002,28,"5",1,11,0.5,4,1
"286",8,0.75,3,1,1,1,4,"1",1,11,0.5,4,1
"287",8,0.6875,11,1,1,1,16,"2",1,11,0.5,4,1
"288",8,1.05882352941176,38.1176470588235,0.764297739604484,0.764297739604484,0.764297739604484,36,"3",1,11,0.5,4,1
"289",8,1.42524038461538,91.2153846153846,0.605228983024139,0.605228983024139,0.605228983024139,64,"4",1,11,0.5,4,1
"290",8,1.93663594470046,54.2258064516129,0.506135201675205,0.506135201675205,0.506135201675205,28,"5",1,11,0.5,4,1
"291",9,1,4,0.292893218813452,0.292893218813452,0.292893218813452,4,"1",1,11,0.5,4,1
"292",9,1.14285714285714,18.2857142857143,0.646446609406726,0.646446609406726,0.646446609406726,16,"2",1,11,0.5,4,1
"293",9,1.10727969348659,39.8620689655172,0.616517505576315,0.616517505576315,0.616517505576315,36,"3",1,11,0.5,4,1
"294",9,1.5498046875,99.1875,0.448322715632629,0.448322715632629,0.448322715632629,64,"4",1,11,0.5,4,1
"295",9,2.30263157894737,64.4736842105263,0.323876596217187,0.323876596217187,0.323876596217187,28,"5",1,11,0.5,4,1
"296",10,1.75,7,1,1,1,4,"1",1,11,0.5,4,1
"297",10,1.25347222222222,20.0555555555556,0.770584266129438,0.770584266129438,0.770584266129438,16,"2",1,11,0.5,4,1
"298",10,1.17337164750958,42.2413793103448,0.585960664394587,0.585960664394587,0.585960664394587,36,"3",1,11,0.5,4,1
"299",10,1.57716346153846,100.938461538462,0.555555555555556,0.555555555555556,0.555555555555556,64,"4",1,11,0.5,4,1
"300",10,2.09920634920635,58.7777777777778,0.533747595879843,0.533747595879843,0.533747595879843,28,"5",1,11,0.5,4,1
"301",1,1.25,5,1,1,1,4,"1",1,11,0.5,4,1.5
"302",1,1.75240384615385,28.0384615384615,0.807549910270125,0.807549910270125,0.807549910270125,16,"2",1,11,0.5,4,1.5
"303",1,1.91409465020576,68.9074074074074,0.661246257052921,0.661246257052921,0.661246257052921,36,"3",1,11,0.5,4,1.5
"304",1,2.17516447368421,139.210526315789,0.58297117188585,0.58297117188585,0.58297117188585,64,"4",1,11,0.5,4,1.5
"305",1,2.54006968641115,71.1219512195122,0.509346618537342,0.509346618537342,0.509346618537342,28,"5",1,11,0.5,4,1.5
"306",2,1.75,7,1,1,1,4,"1",1,11,0.5,4,1.5
"307",2,1.62760416666667,26.0416666666667,0.8,0.8,0.8,16,"2",1,11,0.5,4,1.5
"308",2,1.84099616858238,66.2758620689655,0.745999745999619,0.745999745999619,0.745999745999619,36,"3",1,11,0.5,4,1.5
"309",2,2.12250664893617,135.840425531915,0.589949280063607,0.589949280063607,0.589949280063607,64,"4",1,11,0.5,4,1.5
"310",2,2.58035714285714,72.25,0.45767385545336,0.45767385545336,0.45767385545336,28,"5",1,11,0.5,4,1.5
"311",3,1.5,6,1,1,1,4,"1",1,11,0.5,4,1.5
"312",3,1.5625,25,1,1,1,16,"2",1,11,0.5,4,1.5
"313",3,1.61160714285714,58.0178571428571,0.867546764293496,0.867546764293496,0.867546764293496,36,"3",1,11,0.5,4,1.5
"314",3,2.20505798969072,141.123711340206,0.586550884702638,0.586550884702638,0.586550884702638,64,"4",1,11,0.5,4,1.5
"315",3,3.13588850174216,87.8048780487805,0.437268566128862,0.437268566128862,0.437268566128862,28,"5",1,11,0.5,4,1.5
"316",4,1.75,7,1,1,1,4,"1",1,11,0.5,4,1.5
"317",4,1.8125,29,1,1,1,16,"2",1,11,0.5,4,1.5
"318",4,1.59810874704492,57.531914893617,0.689913163526979,0.689913163526979,0.689913163526979,36,"3",1,11,0.5,4,1.5
"319",4,2.19010416666667,140.166666666667,0.5847726007313,0.5847726007313,0.5847726007313,64,"4",1,11,0.5,4,1.5
"320",4,2.98542274052478,83.5918367346939,0.515877081724073,0.515877081724073,0.515877081724073,28,"5",1,11,0.5,4,1.5
"321",5,3.5,14,1,1,1,4,"1",1,11,0.5,4,1.5
"322",5,2.1875,35,1,1,1,16,"2",1,11,0.5,4,1.5
"323",5,2.16049382716049,77.7777777777778,0.683772233983162,0.683772233983162,0.683772233983162,36,"3",1,11,0.5,4,1.5
"324",5,2.325625,148.84,0.575349709934799,0.575349709934799,0.575349709934799,64,"4",1,11,0.5,4,1.5
"325",5,2.61003861003861,73.0810810810811,0.462913844470425,0.462913844470425,0.462913844470425,28,"5",1,11,0.5,4,1.5
"326",6,1.5,6,1,1,1,4,"1",1,11,0.5,4,1.5
"327",6,1.625,26,1,1,1,16,"2",1,11,0.5,4,1.5
"328",6,1.76310272536688,63.4716981132075,0.706389890242648,0.706389890242648,0.706389890242648,36,"3",1,11,0.5,4,1.5
"329",6,2.32911184210526,149.063157894737,0.550911286860928,0.550911286860928,0.550911286860928,64,"4",1,11,0.5,4,1.5
"330",6,3.1641156462585,88.5952380952381,0.441900179326256,0.441900179326256,0.441900179326256,28,"5",1,11,0.5,4,1.5
"331",7,1.5,6,1,1,1,4,"1",1,11,0.5,4,1.5
"332",7,0.8125,13,1,1,1,16,"2",1,11,0.5,4,1.5
"333",7,1.58796296296296,57.1666666666667,0.622035526990773,0.622035526990773,0.622035526990773,36,"3",1,11,0.5,4,1.5
"334",7,2.12673611111111,136.111111111111,0.521908556266243,0.521908556266243,0.521908556266243,64,"4",1,11,0.5,4,1.5
"335",7,2.87179487179487,80.4102564102564,0.44902683498066,0.44902683498066,0.44902683498066,28,"5",1,11,0.5,4,1.5
"336",8,1.75,7,1,1,1,4,"1",1,11,0.5,4,1.5
"337",8,1.56521739130435,25.0434782608696,0.795875854768068,0.795875854768068,0.795875854768068,16,"2",1,11,0.5,4,1.5
"338",8,1.81818181818182,65.4545454545455,0.711324865405187,0.711324865405187,0.711324865405187,36,"3",1,11,0.5,4,1.5
"339",8,2.28809523809524,146.438095238095,0.608559319370594,0.608559319370594,0.608559319370594,64,"4",1,11,0.5,4,1.5
"340",8,2.92571428571429,81.92,0.532292826653257,0.532292826653257,0.532292826653257,28,"5",1,11,0.5,4,1.5
"341",9,2.5,10,1,1,1,4,"1",1,11,0.5,4,1.5
"342",9,1.75,28,1,1,1,16,"2",1,11,0.5,4,1.5
"343",9,1.8375,66.15,0.781782109764008,0.781782109764008,0.781782109764008,36,"3",1,11,0.5,4,1.5
"344",9,2.17516447368421,139.210526315789,0.58297117188585,0.58297117188585,0.58297117188585,64,"4",1,11,0.5,4,1.5
"345",9,2.75918367346939,77.2571428571429,0.428228125103134,0.428228125103134,0.428228125103134,28,"5",1,11,0.5,4,1.5
"346",10,1,4,1,1,1,4,"1",1,11,0.5,4,1.5
"347",10,1.25347222222222,20.0555555555556,0.770584266129438,0.770584266129438,0.770584266129438,16,"2",1,11,0.5,4,1.5
"348",10,1.70283018867925,61.3018867924528,0.735093528586991,0.735093528586991,0.735093528586991,36,"3",1,11,0.5,4,1.5
"349",10,2.08510638297872,133.446808510638,0.599108137131363,0.599108137131363,0.599108137131363,64,"4",1,11,0.5,4,1.5
"350",10,2.63501742160279,73.780487804878,0.495475020890487,0.495475020890487,0.495475020890487,28,"5",1,11,0.5,4,1.5
"351",1,1,4,1,1,1,4,"1",1,11,0.5,4,2
"352",1,2.19556451612903,35.1290322580645,0.753817018041334,0.753817018041334,0.753817018041334,16,"2",1,11,0.5,4,2
"353",1,2.58747927031509,93.1492537313433,0.610258118523021,0.610258118523021,0.610258118523021,36,"3",1,11,0.5,4,2
"354",1,3.14566532258065,201.322580645161,0.536114374637755,0.536114374637755,0.536114374637755,64,"4",1,11,0.5,4,2
"355",1,3.91040100250627,109.491228070175,0.472286997830992,0.472286997830992,0.472286997830992,28,"5",1,11,0.5,4,2
"356",2,3,12,1,1,1,4,"1",1,11,0.5,4,2
"357",2,2.5,40,1,1,1,16,"2",1,11,0.5,4,2
"358",2,2.6971916971917,97.0989010989011,0.821352599747376,0.821352599747376,0.821352599747376,36,"3",1,11,0.5,4,2
"359",2,2.92901785714286,187.457142857143,0.631486134404956,0.631486134404956,0.631486134404956,64,"4",1,11,0.5,4,2
"360",2,3.37026239067055,94.3673469387755,0.471405860129076,0.471405860129076,0.471405860129076,28,"5",1,11,0.5,4,2
"361",3,3,12,1,1,1,4,"1",1,11,0.5,4,2
"362",3,2.126953125,34.03125,0.825922344044302,0.825922344044302,0.825922344044302,16,"2",1,11,0.5,4,2
"363",3,2.38687600644122,85.9275362318841,0.677670814389848,0.677670814389848,0.677670814389848,36,"3",1,11,0.5,4,2
"364",3,2.92021004098361,186.893442622951,0.561761503137332,0.561761503137332,0.561761503137332,64,"4",1,11,0.5,4,2
"365",3,3.6900269541779,103.320754716981,0.467286396096567,0.467286396096567,0.467286396096567,28,"5",1,11,0.5,4,2
"366",4,1.5,6,1,1,1,4,"1",1,11,0.5,4,2
"367",4,1.625,26,1,1,1,16,"2",1,11,0.5,4,2
"368",4,2.46913580246914,88.8888888888889,0.683772233983162,0.683772233983162,0.683772233983162,36,"3",1,11,0.5,4,2
"369",4,3.11206896551724,199.172413793103,0.513335736607712,0.513335736607712,0.513335736607712,64,"4",1,11,0.5,4,2
"370",4,4.20779220779221,117.818181818182,0.376390435537676,0.376390435537676,0.376390435537676,28,"5",1,11,0.5,4,2
"371",5,2.25,9,1,1,1,4,"1",1,11,0.5,4,2
"372",5,2.3125,37,1,1,1,16,"2",1,11,0.5,4,2
"373",5,2.55846253229974,92.1046511627907,0.816402981591369,0.816402981591369,0.816402981591369,36,"3",1,11,0.5,4,2
"374",5,2.97475961538462,190.384615384615,0.634851628329889,0.634851628329889,0.634851628329889,64,"4",1,11,0.5,4,2
"375",5,3.61904761904762,101.333333333333,0.5,0.5,0.5,28,"5",1,11,0.5,4,2
"376",6,2.75,11,1,1,1,4,"1",1,11,0.5,4,2
"377",6,2.5,40,1,1,1,16,"2",1,11,0.5,4,2
"378",6,2.37037037037037,85.3333333333333,0.75,0.75,0.75,36,"3",1,11,0.5,4,2
"379",6,3.02374031007752,193.519379844961,0.571579291119735,0.571579291119735,0.571579291119735,64,"4",1,11,0.5,4,2
"380",6,4.02380952380952,112.666666666667,0.445299803774771,0.445299803774771,0.445299803774771,28,"5",1,11,0.5,4,2
"381",7,2.04166666666667,8.16666666666667,0.622035526990773,0.622035526990773,0.622035526990773,4,"1",1,11,0.5,4,2
"382",7,2.50164473684211,40.0263157894737,0.839871846194913,0.839871846194913,0.839871846194913,16,"2",1,11,0.5,4,2
"383",7,2.87534722222222,103.5125,0.652323252317442,0.652323252317442,0.652323252317442,36,"3",1,11,0.5,4,2
"384",7,3.13619402985075,200.716417910448,0.572300538615849,0.572300538615849,0.572300538615849,64,"4",1,11,0.5,4,2
"385",7,3.5244708994709,98.6851851851852,0.489829467135998,0.489829467135998,0.489829467135998,28,"5",1,11,0.5,4,2
"386",8,2.75,11,1,1,1,4,"1",1,11,0.5,4,2
"387",8,1.93965517241379,31.0344827586207,0.817425814164945,0.817425814164945,0.817425814164945,16,"2",1,11,0.5,4,2
"388",8,2.23692810457516,80.5294117647059,0.71525260127425,0.71525260127425,0.71525260127425,36,"3",1,11,0.5,4,2
"389",8,2.76008064516129,176.645161290323,0.597306366871585,0.597306366871585,0.597306366871585,64,"4",1,11,0.5,4,2
"390",8,3.49234693877551,97.7857142857143,0.506803038083928,0.506803038083928,0.506803038083928,28,"5",1,11,0.5,4,2
"391",9,2.5,10,1,1,1,4,"1",1,11,0.5,4,2
"392",9,2.0625,33,1,1,1,16,"2",1,11,0.5,4,2
"393",9,2.38028169014085,85.6901408450704,0.700427655242361,0.700427655242361,0.700427655242361,36,"3",1,11,0.5,4,2
"394",9,3.21150914634146,205.536585365854,0.524169048569114,0.524169048569114,0.524169048569114,64,"4",1,11,0.5,4,2
"395",9,4.50618131868132,126.173076923077,0.401648354762833,0.401648354762833,0.401648354762833,28,"5",1,11,0.5,4,2
"396",10,1.75,7,1,1,1,4,"1",1,11,0.5,4,2
"397",10,2.3125,37,1,1,1,16,"2",1,11,0.5,4,2
"398",10,2.70242656449553,97.2873563218391,0.766873797939922,0.766873797939922,0.766873797939922,36,"3",1,11,0.5,4,2
"399",10,3.01695478723404,193.085106382979,0.618614964301763,0.618614964301763,0.618614964301763,64,"4",1,11,0.5,4,2
"400",10,3.5244708994709,98.6851851851852,0.489829467135998,0.489829467135998,0.489829467135998,28,"5",1,11,0.5,4,2
"401",1,0.75,3,1,1,1,4,"1",1,12,0.5,4,0.5
"402",1,0.625,10,1,1,1,16,"2",1,12,0.5,4,0.5
"403",1,0.765625,27.5625,0.512049963525733,0.512049963525733,0.512049963525733,36,"3",1,12,0.5,4,0.5
"404",1,0.972800925925926,62.2592592592593,0.415651290209222,0.415651290209222,0.415651290209222,64,"4",1,12,0.5,4,0.5
"405",1,1.2987012987013,36.3636363636364,0.329179606750063,0.329179606750063,0.329179606750063,28,"5",1,12,0.5,4,0.5
"406",2,0.25,1,1,1,1,4,"1",1,12,0.5,4,0.5
"407",2,0.510416666666667,8.16666666666667,0.622035526990773,0.622035526990773,0.622035526990773,16,"2",1,12,0.5,4,0.5
"408",2,0.6,21.6,0.591751709536137,0.591751709536137,0.591751709536137,36,"3",1,12,0.5,4,0.5
"409",2,0.73760775862069,47.2068965517241,0.535009445024723,0.535009445024723,0.535009445024723,64,"4",1,12,0.5,4,0.5
"410",2,0.920918367346939,25.7857142857143,0.487010823957423,0.487010823957423,0.487010823957423,28,"5",1,12,0.5,4,0.5
"411",3,0.5,2,1,1,1,4,"1",1,12,0.5,4,0.5
"412",3,0.3125,5,1,1,1,16,"2",1,12,0.5,4,0.5
"413",3,0.644736842105263,23.2105263157895,0.691393300075816,0.691393300075816,0.691393300075816,36,"3",1,12,0.5,4,0.5
"414",3,0.79592803030303,50.9393939393939,0.558273895700614,0.558273895700614,0.558273895700614,64,"4",1,12,0.5,4,0.5
"415",3,1.02040816326531,28.5714285714286,0.452277442494834,0.452277442494834,0.452277442494834,28,"5",1,12,0.5,4,0.5
"416",4,1.25,5,1,1,1,4,"1",1,12,0.5,4,0.5
"417",4,0.8125,13,1,1,1,16,"2",1,12,0.5,4,0.5
"418",4,0.75,27,1,1,1,36,"3",1,12,0.5,4,0.5
"419",4,0.791015625,50.625,0.666666666666667,0.666666666666667,0.666666666666667,64,"4",1,12,0.5,4,0.5
"420",4,0.89010989010989,24.9230769230769,0.47295372330527,0.47295372330527,0.47295372330527,28,"5",1,12,0.5,4,0.5
"421",5,0.25,1,1,1,1,4,"1",1,12,0.5,4,0.5
"422",5,0.510416666666667,8.16666666666667,0.622035526990773,0.622035526990773,0.622035526990773,16,"2",1,12,0.5,4,0.5
"423",5,0.480769230769231,17.3076923076923,0.634851628329889,0.634851628329889,0.634851628329889,36,"3",1,12,0.5,4,0.5
"424",5,0.680625,43.56,0.507634036082669,0.507634036082669,0.507634036082669,64,"4",1,12,0.5,4,0.5
"425",5,0.964285714285714,27,0.422649730810374,0.422649730810374,0.422649730810374,28,"5",1,12,0.5,4,0.5
"426",6,0.25,1,1,1,1,4,"1",1,12,0.5,4,0.5
"427",6,0.3125,5,1,1,1,16,"2",1,12,0.5,4,0.5
"428",6,0.555555555555556,20,1,1,1,36,"3",1,12,0.5,4,0.5
"429",6,0.679017857142857,43.4571428571429,0.679743692389826,0.679743692389826,0.679743692389826,64,"4",1,12,0.5,4,0.5
"430",6,0.859523809523809,24.0666666666667,0.541168532258876,0.541168532258876,0.541168532258876,28,"5",1,12,0.5,4,0.5
"431",7,0.25,1,1,1,1,4,"1",1,12,0.5,4,0.5
"432",7,0.25,4,1,1,1,16,"2",1,12,0.5,4,0.5
"433",7,0.666666666666667,24,1,1,1,36,"3",1,12,0.5,4,0.5
"434",7,0.720170454545455,46.0909090909091,0.607767729723632,0.607767729723632,0.607767729723632,64,"4",1,12,0.5,4,0.5
"435",7,0.892857142857143,25,0.367544467966324,0.367544467966324,0.367544467966324,28,"5",1,12,0.5,4,0.5
"436",8,0.25,1,1,1,1,4,"1",1,12,0.5,4,0.5
"437",8,0.625,10,1,1,1,16,"2",1,12,0.5,4,0.5
"438",8,0.501736111111111,18.0625,0.757464374963667,0.757464374963667,0.757464374963667,36,"3",1,12,0.5,4,0.5
"439",8,0.796052631578947,50.9473684210526,0.630725527062002,0.630725527062002,0.630725527062002,64,"4",1,12,0.5,4,0.5
"440",8,1.18344155844156,33.1363636363636,0.569668517088065,0.569668517088065,0.569668517088065,28,"5",1,12,0.5,4,0.5
"441",9,1.5,6,1,1,1,4,"1",1,12,0.5,4,0.5
"442",9,0.875,14,1,1,1,16,"2",1,12,0.5,4,0.5
"443",9,0.837606837606838,30.1538461538462,0.732738758087576,0.732738758087576,0.732738758087576,36,"3",1,12,0.5,4,0.5
"444",9,0.8265625,52.9,0.638842440742692,0.638842440742692,0.638842440742692,64,"4",1,12,0.5,4,0.5
"445",9,0.826530612244898,23.1428571428571,0.528595479208968,0.528595479208968,0.528595479208968,28,"5",1,12,0.5,4,0.5
"446",10,1,4,1,1,1,4,"1",1,12,0.5,4,0.5
"447",10,0.5625,9,1,1,1,16,"2",1,12,0.5,4,0.5
"448",10,0.69973544973545,25.1904761904762,0.705116087690206,0.705116087690206,0.705116087690206,36,"3",1,12,0.5,4,0.5
"449",10,0.80640243902439,51.609756097561,0.670309763302106,0.670309763302106,0.670309763302106,64,"4",1,12,0.5,4,0.5
"450",10,0.944642857142857,26.45,0.638842440742692,0.638842440742692,0.638842440742692,28,"5",1,12,0.5,4,0.5
"451",1,0.75,3,1,1,1,4,"1",1,12,0.5,4,1
"452",1,1,16,1,1,1,16,"2",1,12,0.5,4,1
"453",1,1.25641025641026,45.2307692307692,0.732738758087576,0.732738758087576,0.732738758087576,36,"3",1,12,0.5,4,1
"454",1,1.63091856060606,104.378787878788,0.547430362144748,0.547430362144748,0.547430362144748,64,"4",1,12,0.5,4,1
"455",1,2.22354497354497,62.2592592592593,0.415651290209222,0.415651290209222,0.415651290209222,28,"5",1,12,0.5,4,1
"456",2,1,4,1,1,1,4,"1",1,12,0.5,4,1
"457",2,1.5,24,1,1,1,16,"2",1,12,0.5,4,1
"458",2,1.4172335600907,51.0204081632653,0.858578643762691,0.858578643762691,0.858578643762691,36,"3",1,12,0.5,4,1
"459",2,1.57716346153846,100.938461538462,0.555555555555556,0.555555555555556,0.555555555555556,64,"4",1,12,0.5,4,1
"460",2,2.14508928571429,60.0625,0.304391656359748,0.304391656359748,0.304391656359748,28,"5",1,12,0.5,4,1
"461",3,0.5,2,1,1,1,4,"1",1,12,0.5,4,1
"462",3,0.75625,12.1,0.698488655422236,0.698488655422236,0.698488655422236,16,"2",1,12,0.5,4,1
"463",3,1.25641025641026,45.2307692307692,0.732738758087576,0.732738758087576,0.732738758087576,36,"3",1,12,0.5,4,1
"464",3,1.5625,100,0.552786404500042,0.552786404500042,0.552786404500042,64,"4",1,12,0.5,4,1
"465",3,2.06285714285714,57.76,0.415102348134398,0.415102348134398,0.415102348134398,28,"5",1,12,0.5,4,1
"466",4,1.5,6,1,1,1,4,"1",1,12,0.5,4,1
"467",4,1.19117647058824,19.0588235294118,0.764297739604484,0.764297739604484,0.764297739604484,16,"2",1,12,0.5,4,1
"468",4,1.50222222222222,54.08,0.803883864861816,0.803883864861816,0.803883864861816,36,"3",1,12,0.5,4,1
"469",4,1.447509765625,92.640625,0.589109298193341,0.589109298193341,0.589109298193341,64,"4",1,12,0.5,4,1
"470",4,1.59438775510204,44.6428571428571,0.33667504192892,0.33667504192892,0.33667504192892,28,"5",1,12,0.5,4,1
"471",5,1.75,7,1,1,1,4,"1",1,12,0.5,4,1
"472",5,0.875,14,1,1,1,16,"2",1,12,0.5,4,1
"473",5,1.00347222222222,36.125,0.757464374963667,0.757464374963667,0.757464374963667,36,"3",1,12,0.5,4,1
"474",5,1.45862268518519,93.3518518518518,0.510677386872107,0.510677386872107,0.510677386872107,64,"4",1,12,0.5,4,1
"475",5,2.2224025974026,62.2272727272727,0.363285460032987,0.363285460032987,0.363285460032987,28,"5",1,12,0.5,4,1
"476",6,1.5,6,1,1,1,4,"1",1,12,0.5,4,1
"477",6,0.9375,15,1,1,1,16,"2",1,12,0.5,4,1
"478",6,1.41903073286052,51.0851063829787,0.797969491089558,0.797969491089558,0.797969491089558,36,"3",1,12,0.5,4,1
"479",6,1.60503472222222,102.722222222222,0.596526707607036,0.596526707607036,0.596526707607036,64,"4",1,12,0.5,4,1
"480",6,1.95571428571429,54.76,0.430505202548501,0.430505202548501,0.430505202548501,28,"5",1,12,0.5,4,1
"481",7,0.75,3,1,1,1,4,"1",1,12,0.5,4,1
"482",7,0.8125,13,1,1,1,16,"2",1,12,0.5,4,1
"483",7,1.1141975308642,40.1111111111111,0.770584266129438,0.770584266129438,0.770584266129438,36,"3",1,12,0.5,4,1
"484",7,1.52830188679245,97.811320754717,0.486298833085919,0.486298833085919,0.486298833085919,64,"4",1,12,0.5,4,1
"485",7,2.42857142857143,68,0.292893218813452,0.292893218813452,0.292893218813452,28,"5",1,12,0.5,4,1
"486",8,1,4,1,1,1,4,"1",1,12,0.5,4,1
"487",8,1.25,20,1,1,1,16,"2",1,12,0.5,4,1
"488",8,1.19512195121951,43.0243902439024,0.845696650037908,0.845696650037908,0.845696650037908,36,"3",1,12,0.5,4,1
"489",8,1.61333333333333,103.253333333333,0.615646942607096,0.615646942607096,0.615646942607096,64,"4",1,12,0.5,4,1
"490",8,2.22268907563025,62.2352941176471,0.489246081544751,0.489246081544751,0.489246081544751,28,"5",1,12,0.5,4,1
"491",9,0.75,3,1,1,1,4,"1",1,12,0.5,4,1
"492",9,0.8125,13,1,1,1,16,"2",1,12,0.5,4,1
"493",9,1.29706790123457,46.6944444444444,0.650784852115211,0.650784852115211,0.650784852115211,36,"3",1,12,0.5,4,1
"494",9,1.54083333333333,98.6133333333333,0.642359151180705,0.642359151180705,0.642359151180705,64,"4",1,12,0.5,4,1
"495",9,1.8543956043956,51.9230769230769,0.634851628329889,0.634851628329889,0.634851628329889,28,"5",1,12,0.5,4,1
"496",10,0.75,3,1,1,1,4,"1",1,12,0.5,4,1
"497",10,1.125,18,1,1,1,16,"2",1,12,0.5,4,1
"498",10,1.19512195121951,43.0243902439024,0.845696650037908,0.845696650037908,0.845696650037908,36,"3",1,12,0.5,4,1
"499",10,1.56000905797101,99.8405797101449,0.5892997458058,0.5892997458058,0.5892997458058,64,"4",1,12,0.5,4,1
"500",10,2.14413265306122,60.0357142857143,0.436907493628527,0.436907493628527,0.436907493628527,28,"5",1,12,0.5,4,1
"501",1,1,4,1,1,1,4,"1",1,12,0.5,4,1.5
"502",1,1.1875,19,1,1,1,16,"2",1,12,0.5,4,1.5
"503",1,1.41666666666667,51,1,1,1,36,"3",1,12,0.5,4,1.5
"504",1,2.20505798969072,141.123711340206,0.586550884702638,0.586550884702638,0.586550884702638,64,"4",1,12,0.5,4,1.5
"505",1,3.38198757763975,94.695652173913,0.44951811743682,0.44951811743682,0.44951811743682,28,"5",1,12,0.5,4,1.5
"506",2,2.75,11,1,1,1,4,"1",1,12,0.5,4,1.5
"507",2,1.8125,29,1,1,1,16,"2",1,12,0.5,4,1.5
"508",2,2.14241001564945,77.1267605633803,0.798653183435793,0.798653183435793,0.798653183435793,36,"3",1,12,0.5,4,1.5
"509",2,2.49000563063063,159.36036036036,0.593289373344405,0.593289373344405,0.593289373344405,64,"4",1,12,0.5,4,1.5
"510",2,3.10803571428571,87.025,0.432519693464976,0.432519693464976,0.432519693464976,28,"5",1,12,0.5,4,1.5
"511",3,2.25,9,1,1,1,4,"1",1,12,0.5,4,1.5
"512",3,1.5125,24.2,0.698488655422236,0.698488655422236,0.698488655422236,16,"2",1,12,0.5,4,1.5
"513",3,1.93421052631579,69.6315789473684,0.691393300075816,0.691393300075816,0.691393300075816,36,"3",1,12,0.5,4,1.5
